event_name,prompt,image_generated,saved_filename
roman-factory-lamps,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Roman Workshops Stamp Out Lamps — Italian potteries mass-produced mould-made oil lamps signed with maker's marks and shipped them across the empire.. Hands and material at the moment of transformation. Extreme foreground detail of the process; the workshop reduced to warm shadow. marble whites, imperial purples, bronze metallics, crimson reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
trajans-bridge-danube,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Trajan's Bridge Over the Danube — Apollodorus of Damascus spanned the Danube on stone piers with timber arches, the longest arch bridge for a millennium.. The structure filling the frame from a dramatic low angle. One or two human figures for scale. Strong geometry and clean lines. marble whites, imperial purples, bronze metallics, crimson reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
zhang-heng-lunar-eclipse,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Zhang Heng Explains Eclipses — Zhang Heng reasoned that the Moon shines by reflected sunlight and darkens when it passes into Earth's shadow.. The instrument or specimen close and central, with the observer implied — a hand, an eye at a lens. Dark, focused, lamplit. marble whites, imperial purples, bronze metallics, crimson reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
ptolemy-geographia,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Ptolemy's Geographia — Ptolemy set out coordinates for thousands of places and rules for projecting a round earth onto a flat sheet.. A single page, tablet, scroll or press forme filling the frame, lit raking across its surface so the marks catch the light. marble whites, imperial purples, bronze metallics, crimson reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
commodus-assassinated,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Commodus Assassinated — Members of his own household killed the Roman emperor, ending the Antonine line and opening a scramble for power.. One figure mid-gesture at the moment of defiance — a raised arm, a torn banner, a barricade edge. Close, urgent, few people. marble whites, imperial purples, bronze metallics, crimson reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
ama-divers-japan,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Ama Divers of Japan — Chinese chronicles described Japanese women diving for shellfish and pearls, a breath-hold trade still practised today.. Hands and material at the moment of transformation. Extreme foreground detail of the process; the workshop reduced to warm shadow. marble whites, imperial purples, bronze metallics, crimson reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
ma-jun-south-pointing-chariot,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. South-Pointing Chariot — Ma Jun built a geared cart whose figure kept pointing south however the vehicle turned, using no magnet at all.. The device itself, close and centred, shown as an object of craft. One pair of hands at most. Background dissolved to shadow. marble whites, imperial purples, bronze metallics, crimson reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
pei-xiu-map-principles,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Pei Xiu's Mapping Principles — The Chinese minister Pei Xiu set out six rules for mapmaking, among them scale, grid and measured distance.. The instrument or specimen close and central, with the observer implied — a hand, an eye at a lens. Dark, focused, lamplit. marble whites, imperial purples, bronze metallics, crimson reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
bamboo-annals-recovered,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Bamboo Annals Recovered — Robbers broke into a Warring States tomb at Ji and scattered a lost court chronicle written on bamboo strips, which scholars reassembled.. A single page, tablet, scroll or press forme filling the frame, lit raking across its surface so the marks catch the light. marble whites, imperial purples, bronze metallics, crimson reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
kamasutra-secret-writing,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Secret Writing Among The Arts — The Kama Sutra listed mlecchita vikalpa, the art of secret writing, among the sixty-four skills a cultured person learned.. A single page, tablet, scroll or press forme filling the frame, lit raking across its surface so the marks catch the light. marble whites, imperial purples, bronze metallics, crimson reds painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
