name,friendly_name,year,category,difficulty,description
king-charles-ii-of-england-grants-a-permanent-char,King Charles II of England grants a permanent charter to,1670,diplomatic,medium,King Charles II of England grants a permanent charter to the Hudson's Bay Company to open up the fur trade in North America.
in-dover-england-charles-ii-of-england-and-louis,"In Dover, England, Charles II of England and Louis XIV of",1670,conflict,medium,"In Dover, England, Charles II of England and Louis XIV of France sign the Secret Treaty of Dover, which will force England into the Third Anglo-Dutch War."
the-first-stone-of-fort-ricasoli-is-laid-down-in-m,The first stone of Fort Ricasoli is laid down in Malta.,1670,exploration,medium,The first stone of Fort Ricasoli is laid down in Malta.
the-expedition-of-john-narborough-leaves-corral-ba,"The expedition of John Narborough leaves Corral Bay, having",1670,exploration,medium,"The expedition of John Narborough leaves Corral Bay, having surveyed the coast and lost four hostages to the Spanish."
trunajaya-rebellion-amangkurat-ii-of-mataram-and,Trunajaya rebellion: Amangkurat II of Mataram and his,1680,conflict,medium,Trunajaya rebellion: Amangkurat II of Mataram and his bodyguards execute the rebel leader Trunajaya
the-pueblo-revolt-begins-in-new-mexico,The Pueblo Revolt begins in New Mexico.,1680,cultural,medium,The Pueblo Revolt begins in New Mexico.
pueblo-indians-capture-santa-fe-from-the-spanish-d,Pueblo Indians capture Santa Fe from the Spanish during the,1680,cultural,medium,Pueblo Indians capture Santa Fe from the Spanish during the Pueblo Revolt.
german-astronomer-gottfried-kirch-discovers-the-gr,German astronomer Gottfried Kirch discovers the Great Comet,1680,exploration,medium,"German astronomer Gottfried Kirch discovers the Great Comet of 1680, the first comet to be discovered by telescope."
the-colony-of-massachusetts-issues-the-first-paper,The colony of Massachusetts issues the first paper money in,1690,exploration,medium,The colony of Massachusetts issues the first paper money in the Americas.
constantin-cantemir-prince-of-moldavia-and-the-h,"Constantin Cantemir, Prince of Moldavia, and the Holy Roman",1690,diplomatic,medium,"Constantin Cantemir, Prince of Moldavia, and the Holy Roman Empire sign a secret treaty in Sibiu, stipulating that Moldavia would support the actions led by the House of Habsburg against the Ottoman Empire."
king-william-iii-of-england-william-of-orange-la,King William III of England (William of Orange) lands in,1690,diplomatic,medium,King William III of England (William of Orange) lands in Ireland to confront the former King James II.
job-charnock-of-the-east-india-company-establishes,Job Charnock of the East India Company establishes a,1690,diplomatic,medium,"Job Charnock of the East India Company establishes a factory in Calcutta, an event formerly considered the founding of the city (in 2003 the Calcutta High Court ruled that the city's foundation date is unknown)."
publick-occurrences-both-forreign-and-domestick-t,"Publick Occurrences Both Forreign and Domestick, the first",1690,exploration,medium,"Publick Occurrences Both Forreign and Domestick, the first newspaper to appear in the Americas, is published for the first and only time."
russia-begins-using-the-anno-domini-era-instead-of,Russia begins using the Anno Domini era instead of the Anno,1700,cultural,medium,Russia begins using the Anno Domini era instead of the Anno Mundi era of the Byzantine Empire.
the-87-92-mw-cascadia-earthquake-takes-place-off,The 8.7-9.2 Mw Cascadia earthquake takes place off the west,1700,disasters,medium,"The 8.7-9.2 Mw Cascadia earthquake takes place off the west coast of North America, as evidenced by Japanese records."
william-dampier-is-the-first-european-to-circumnav,William Dampier is the first European to circumnavigate New,1700,exploration,medium,"William Dampier is the first European to circumnavigate New Britain, discovering it is an island (which he names Nova Britannia) rather than part of New Guinea."
the-statute-of-anne-the-first-law-regulating-copy,"The Statute of Anne, the first law regulating copyright,",1710,diplomatic,medium,"The Statute of Anne, the first law regulating copyright, comes into force in Great Britain."
war-of-the-spanish-succession-a-multinational-arm,War of the Spanish Succession: A multinational army led by,1710,conflict,medium,"War of the Spanish Succession: A multinational army led by the Austrian commander Guido Starhemberg defeats the Spanish-Bourbon army commanded by Alexandre Maître, Marquis de Bay in the Battle of Saragossa."
port-royal-the-capital-of-french-acadia-falls-in,"Port Royal, the capital of French Acadia, falls in a siege",1710,conflict,medium,"Port Royal, the capital of French Acadia, falls in a siege by British forces."
sweden-and-prussia-sign-the-treaty-of-stockholm,Sweden and Prussia sign the Treaty of Stockholm.,1720,diplomatic,medium,Sweden and Prussia sign the Treaty of Stockholm.
ulrika-eleonora-queen-of-sweden-abdicates-in-favo,"Ulrika Eleonora, Queen of Sweden abdicates in favour of her",1720,diplomatic,medium,"Ulrika Eleonora, Queen of Sweden abdicates in favour of her husband, who becomes King Frederick I on March 24."
the-spanish-military-villasur-expedition-is-defeat,The Spanish military Villasur expedition is defeated by,1720,conflict,easy,"The Spanish military Villasur expedition is defeated by Pawnee and Otoe warriors near present-day Columbus, Nebraska."
the-synagogue-of-judah-hehasid-is-burned-down-by-a,The synagogue of Judah HeHasid is burned down by Arab,1720,cultural,medium,"The synagogue of Judah HeHasid is burned down by Arab creditors, leading to the expulsion of the Ashkenazim from Jerusalem."
shearith-israel-the-first-synagogue-in-new-york-c,"Shearith Israel, the first synagogue in New York City, is",1730,exploration,medium,"Shearith Israel, the first synagogue in New York City, is dedicated."
an-estimated-magnitude-87-earthquake-causes-a-tsu,An estimated magnitude 8.7 earthquake causes a tsunami that,1730,disasters,medium,"An estimated magnitude 8.7 earthquake causes a tsunami that damages more than 1,000 km (620 mi) of Chile's coastline."
ahmed-iii-is-forced-to-abdicate-as-the-ottoman-sul,Ahmed III is forced to abdicate as the Ottoman sultan.,1730,cultural,medium,Ahmed III is forced to abdicate as the Ottoman sultan.
construction-of-the-ladoga-canal-is-completed,Construction of the Ladoga Canal is completed.,1730,infrastructure,medium,Construction of the Ladoga Canal is completed.
the-future-frederick-the-great-of-prussia-is-grant,The future Frederick the Great of Prussia is granted a,1730,cultural,medium,The future Frederick the Great of Prussia is granted a pardon by his father and is released from confinement.
georgia-provincial-governor-james-oglethorpe-begin,Georgia provincial governor James Oglethorpe begins an,1740,conflict,medium,Georgia provincial governor James Oglethorpe begins an unsuccessful attempt to take Spanish Florida during the Siege of St. Augustine.
a-combined-force-of-spanish-free-blacks-and-allie,"A combined force of Spanish, free blacks and allied Indians",1740,conflict,medium,"A combined force of Spanish, free blacks and allied Indians defeat a British garrison at the Siege of Fort Mose near St. Augustine during the War of Jenkins' Ear."
pope-benedict-xiv-previously-known-as-prospero-la,"Pope Benedict XIV, previously known as Prospero Lambertini,",1740,cultural,medium,"Pope Benedict XIV, previously known as Prospero Lambertini, succeeds Clement XII as the 247th Pope."
dutch-colonists-and-javanese-natives-begin-a-massa,Dutch colonists and Javanese natives begin a massacre of,1740,cultural,medium,"Dutch colonists and Javanese natives begin a massacre of the ethnic Chinese population in Batavia, eventually killing at least 10,000."
france-prussia-bavaria-and-saxony-refuse-to-hono,"France, Prussia, Bavaria and Saxony refuse to honour the",1740,conflict,medium,"France, Prussia, Bavaria and Saxony refuse to honour the Pragmatic Sanction, and the War of the Austrian Succession begins."
on-28-july-the-composer-organist-and-harpsichord,"on 28 July, the composer, organist and harpsichordist",1750,cultural,medium,"on 28 July, the composer, organist and harpsichordist Johann Sebastian Bach dies."
riots-break-out-in-lhasa-after-the-murder-of-the-t,Riots break out in Lhasa after the murder of the Tibetan,1750,cultural,medium,Riots break out in Lhasa after the murder of the Tibetan regent.
the-fhc-society-also-known-as-the-flat-hat-clu,"The F.H.C. Society, also known as the Flat Hat Club, is",1750,exploration,medium,"The F.H.C. Society, also known as the Flat Hat Club, is formed at Raleigh Tavern, Williamsburg, Virginia. It is the first college fraternity."
tarabai-regent-of-the-maratha-empire-imprisons-r,"Tarabai, regent of the Maratha Empire, imprisons Rajaram II",1750,cultural,medium,"Tarabai, regent of the Maratha Empire, imprisons Rajaram II of Satara for refusing to remove Balaji Baji Rao from the post of peshwa."
ahmad-shah-durrani-defeats-the-marathas-in-the-bat,Ahmad Shah Durrani defeats the Marathas in the Battle of,1760,conflict,medium,Ahmad Shah Durrani defeats the Marathas in the Battle of Barari Ghat.
the-great-boston-fire-of-1760-destroys-349-buildin,The Great Boston Fire of 1760 destroys 349 buildings.,1760,disasters,medium,The Great Boston Fire of 1760 destroys 349 buildings.
french-forces-commence-the-siege-of-quebec-which-i,French forces commence the siege of Quebec which is held by,1760,conflict,medium,French forces commence the siege of Quebec which is held by the British.
french-forces-besieging-quebec-retreat-after-the-r,French forces besieging Quebec retreat after the Royal Navy,1760,conflict,medium,French forces besieging Quebec retreat after the Royal Navy arrives to relieve the British garrison.
great-upheaval-new-england-planters-arrive-to-cla,Great Upheaval: New England planters arrive to claim land,1760,cultural,medium,"Great Upheaval: New England planters arrive to claim land in Nova Scotia, Canada, taken from the Acadians."
french-and-indian-war-robert-rogers-and-his-range,French and Indian War: Robert Rogers and his Rangers,1760,conflict,medium,French and Indian War: Robert Rogers and his Rangers surprise French held Fort Sainte Thérèse on the Richelieu River near Lake Champlain. The fort is raided and burned.
seven-years-war-battle-of-landeshut-austria-def,Seven Years' War: Battle of Landeshut: Austria defeats,1760,conflict,medium,Seven Years' War: Battle of Landeshut: Austria defeats Prussia.
anglo-cherokee-war-cherokee-warriors-defeat-briti,Anglo-Cherokee War: Cherokee warriors defeat British forces,1760,conflict,medium,"Anglo-Cherokee War: Cherokee warriors defeat British forces at the Battle of Echoee near present-day Otto, North Carolina."
boston-massacre-five-americans-including-crispus,"Boston Massacre: Five Americans, including Crispus Attucks,",1770,conflict,medium,"Boston Massacre: Five Americans, including Crispus Attucks, are fatally shot by British troops in an event that would contribute to the outbreak of the American Revolutionary War (also known as the American War of Independence) five years later."
captain-james-cook-still-holding-the-rank-of-lieu,"Captain James Cook, still holding the rank of lieutenant,",1770,cultural,medium,"Captain James Cook, still holding the rank of lieutenant, sights the eastern coast of what is now Australia."
marie-antoinette-marries-louis-xvi-of-france-in-a,Marie Antoinette marries Louis XVI of France in a proxy,1770,cultural,medium,Marie Antoinette marries Louis XVI of France in a proxy wedding.
the-georgian-king-erekle-ii-abandoned-by-his-rus,"The Georgian king, Erekle II, abandoned by his Russian ally",1770,conflict,medium,"The Georgian king, Erekle II, abandoned by his Russian ally Count Totleben, wins a victory over Ottoman forces at Aspindza."
james-cook-arrives-in-australia-at-botany-bay-whi,"James Cook arrives in Australia at Botany Bay, which he",1770,cultural,medium,"James Cook arrives in Australia at Botany Bay, which he names."
british-explorer-captain-james-cook-runs-aground-o,British explorer Captain James Cook runs aground on the,1770,exploration,medium,British explorer Captain James Cook runs aground on the Great Barrier Reef.
new-church-day-emanuel-swedenborg-writes-the-lo,"New Church Day: Emanuel Swedenborg writes: ""The Lord sent",1770,cultural,medium,"New Church Day: Emanuel Swedenborg writes: ""The Lord sent forth His twelve disciples, who followed Him in the world into the whole spiritual world to preach the Gospel that the Lord God Jesus Christ reigns. This took place on the 19th day of June, in the year 1770."""
