friendly_name,wikipedia_url,wikipedia_views,category,year,difficulty
Bolivian Independence,https://en.wikipedia.org/wiki/Bolivian_War_of_Independence,21131,diplomatic,1825,hard
First Impressionist Exhibition,https://en.wikipedia.org/wiki/First_Impressionist_Exhibition,21174,cultural,1874,hard
Verrazzano-Narrows Bridge Opens,https://en.wikipedia.org/wiki/Verrazzano–Narrows_Bridge,21461,infrastructure,1964,hard
Bacteria Discovered,https://en.wikipedia.org/wiki/Purple_bacteria,21826,exploration,1676,hard
Biafra Famine,https://en.wikipedia.org/wiki/Blockade_of_Biafra,23588,disasters,1967,hard
Invention of Glass,https://en.wikipedia.org/wiki/Flexible_glass,23797,exploration,-3500,hard
Empress of Ireland Sinks,https://en.wikipedia.org/wiki/Sinking_of_the_RMS_Empress_of_Ireland,23841,disasters,1914,hard
Union of Utrecht,https://en.wikipedia.org/wiki/Union_of_Utrecht,24112,diplomatic,1579,hard
Fall of Edessa,https://en.wikipedia.org/wiki/Siege_of_Edessa_(1144),24813,diplomatic,1144,hard
Nixon Doctrine,https://en.wikipedia.org/wiki/Nixon_Doctrine,25008,diplomatic,1969,hard
Quasars Discovered,https://en.wikipedia.org/wiki/List_of_quasars,25458,exploration,1963,hard
Single European Act,https://en.wikipedia.org/wiki/Single_European_Act,26486,diplomatic,1986,hard
Philadelphia Yellow Fever Epidemic,https://en.wikipedia.org/wiki/1793_Philadelphia_yellow_fever_epidemic,26854,disasters,1793,hard
Jewish Museum Berlin Opens,https://en.wikipedia.org/wiki/Jewish_Museum_Berlin,27128,infrastructure,2001,hard
Algerian War Begins,https://en.wikipedia.org/wiki/Torture_during_the_Algerian_War,27257,conflict,1954,hard
Treaty of Paris (ECSC),https://en.wikipedia.org/wiki/Treaty_of_Paris_(1951),28190,diplomatic,1951,hard
Bulgaria Independence,https://en.wikipedia.org/wiki/Bulgarian_Declaration_of_Independence,28479,diplomatic,1878,hard
Faraday's Electric Motor,https://en.wikipedia.org/wiki/Homopolar_motor,29116,exploration,1821,hard
First American Newspaper,https://en.wikipedia.org/wiki/History_of_American_newspapers,29727,exploration,1690,hard
Women's Suffrage in New Zealand,https://en.wikipedia.org/wiki/Women's_suffrage_in_New_Zealand,30276,cultural,1893,hard
Clovis Defeats Visigoths at Vouillé,https://en.wikipedia.org/wiki/Battle_of_Vouillé,31304,conflict,507,hard
Treaty of Brétigny,https://en.wikipedia.org/wiki/Treaty_of_Brétigny,31803,diplomatic,1360,hard
Moscow Kremlin Walls Built,https://en.wikipedia.org/wiki/Moscow_Kremlin_Wall,32058,infrastructure,1485,hard
Alcoholics Anonymous Founded,https://en.wikipedia.org/wiki/History_of_Alcoholics_Anonymous,32556,cultural,1935,hard
Surrealist Manifesto Published,https://en.wikipedia.org/wiki/Surrealist_Manifesto,32710,cultural,1924,hard
Luna 9 Launched,https://en.wikipedia.org/wiki/Luna_9,32739,exploration,1966,hard
Burma Saffron Revolution,https://en.wikipedia.org/wiki/Saffron_Revolution,32871,diplomatic,2007,hard
Dual Alliance,https://en.wikipedia.org/wiki/Dual_Alliance_(1879),33444,diplomatic,1879,hard
Asian Flu Pandemic,https://en.wikipedia.org/wiki/1957–1958_influenza_pandemic,34098,disasters,1957,hard
Investiture Controversy Begins,https://en.wikipedia.org/wiki/Investiture,35473,diplomatic,1076,hard
Singapore Founded as Trading Post,https://en.wikipedia.org/wiki/Trading_post,35694,infrastructure,1819,hard
Draco's Law Code,https://en.wikipedia.org/wiki/Draco_(legislator),36019,cultural,-621,hard
Factory Act (UK),https://en.wikipedia.org/wiki/Factory_Acts,36412,diplomatic,1833,hard
Malthus' Essay on Population,https://en.wikipedia.org/wiki/An_Essay_on_the_Principle_of_Population,38497,diplomatic,1798,hard
Dutch Reach Australia,https://en.wikipedia.org/wiki/European_exploration_of_Australia,38571,exploration,1606,hard
Justinian Code Compiled,https://en.wikipedia.org/wiki/Code_of_Justinian,38650,diplomatic,534,hard
Siege of Derry,https://en.wikipedia.org/wiki/Siege_of_Derry,38971,conflict,1689,hard
Peace of Cateau-Cambrésis,https://en.wikipedia.org/wiki/Treaty_of_Cateau-Cambrésis,39065,diplomatic,1559,hard
Batista Cuba Coup,https://en.wikipedia.org/wiki/1952_Cuban_coup_d'état,39425,conflict,1952,hard
Great China Floods,https://en.wikipedia.org/wiki/Great_Flood_(China),39509,disasters,1931,hard
Bangladesh Famine,https://en.wikipedia.org/wiki/Bangladesh_famine_of_1974,40366,disasters,1974,hard
Battle of Monte Cassino Begins,https://en.wikipedia.org/wiki/Timeline_of_World_War_II_(1944),40593,conflict,1944,hard
Chile Independence,https://en.wikipedia.org/wiki/Chilean_War_of_Independence,41212,diplomatic,1818,hard
Montenegro Independence,https://en.wikipedia.org/wiki/2006_Montenegrin_independence_referendum,41884,diplomatic,2006,hard
Chang'e-5 Moon Sample Return,https://en.wikipedia.org/wiki/Chang'e_6,42276,exploration,2020,hard
Silver Discovered at Potosí,https://en.wikipedia.org/wiki/Cerro_Rico,42302,exploration,1545,hard
Bangladesh Cyclone,https://en.wikipedia.org/wiki/1991_Bangladesh_cyclone,44329,disasters,1991,hard
Panama Independence,https://en.wikipedia.org/wiki/Secession_of_Panama_from_Colombia,44487,diplomatic,1903,hard
Great Migration to Massachusetts,https://en.wikipedia.org/wiki/Puritan_migration_to_New_England_(1620–1640),44930,diplomatic,1630,hard
Maurya Empire Founded,https://en.wikipedia.org/wiki/List_of_Maurya_emperors,45190,diplomatic,-322,hard
Walk to Canossa,https://en.wikipedia.org/wiki/Road_to_Canossa,45650,diplomatic,1077,hard
Menai Suspension Bridge Completed,https://en.wikipedia.org/wiki/Menai_Suspension_Bridge,46125,infrastructure,1826,hard
Copper Smelting Begins,https://en.wikipedia.org/wiki/Copper_extraction,46369,exploration,-7000,hard
Quran Compiled,https://en.wikipedia.org/wiki/Uthmanic_codex,46478,cultural,650,hard
John Hancock Center Completed,https://en.wikipedia.org/wiki/875_North_Michigan_Avenue,46566,infrastructure,1969,hard
Schubert's Unfinished Symphony,https://en.wikipedia.org/wiki/Symphony_No._8_(Schubert),47288,cultural,1822,hard
Wu Zetian Becomes Emperor,https://en.wikipedia.org/wiki/Wu_Zhou,48136,cultural,690,hard
Peru Earthquake,https://en.wikipedia.org/wiki/1970_Ancash_earthquake,48440,disasters,1970,hard
First Exoplanet Discovered,https://en.wikipedia.org/wiki/51_Pegasi_b,49487,exploration,1992,hard
PRC Takes UN Seat,https://en.wikipedia.org/wiki/China_and_the_United_Nations,50096,diplomatic,1971,hard
Quantum Supremacy Claimed,https://en.wikipedia.org/wiki/Quantum_supremacy,50790,exploration,2019,hard
Nez Perce War,https://en.wikipedia.org/wiki/Nez_Perce_War,50976,conflict,1877,hard
Austrian State Treaty,https://en.wikipedia.org/wiki/Austrian_State_Treaty,51245,diplomatic,1955,hard
Declaration by United Nations,https://en.wikipedia.org/wiki/Declaration_by_United_Nations,51837,diplomatic,1942,hard
US-Japan Mutual Security Treaty,https://en.wikipedia.org/wiki/Treaty_of_Mutual_Cooperation_and_Security_between_the_United_States_and_Japan,51901,diplomatic,1960,hard
Descartes' Discourse on Method,https://en.wikipedia.org/wiki/Discourse_on_the_Method,52843,cultural,1637,hard
Zollverein Formed,https://en.wikipedia.org/wiki/Zollverein,53357,diplomatic,1834,hard
Buddhism Officially Introduced to Japan,https://en.wikipedia.org/wiki/Yamato_period,53400,exploration,552,hard
Tang Dynasty Established,https://en.wikipedia.org/wiki/Later_Tang,53567,diplomatic,618,hard
Fall of Tang Dynasty,https://en.wikipedia.org/wiki/Later_Tang,53567,diplomatic,907,hard
Concordat of Worms,https://en.wikipedia.org/wiki/Concordat_of_Worms,53610,diplomatic,1122,hard
Siege of Constantinople,https://en.wikipedia.org/wiki/List_of_sieges_of_Constantinople,53817,conflict,717,hard
Invention of the Sail,https://en.wikipedia.org/wiki/Sail,54655,exploration,-3500,hard
Kamikaze Destroys Mongol Fleet,https://en.wikipedia.org/wiki/Kamikaze_(typhoon),55370,conflict,1281,hard
Aristotle Founds the Lyceum,https://en.wikipedia.org/wiki/Lyceum_(classical),55437,cultural,-335,hard
Namibia Independence,https://en.wikipedia.org/wiki/History_of_Namibia,56185,diplomatic,1990,hard
Capetian Dynasty Begins,https://en.wikipedia.org/wiki/First_Hundred_Years'_War,56515,diplomatic,987,hard
Oregon Treaty,https://en.wikipedia.org/wiki/Oregon_Treaty,56623,diplomatic,1846,hard
Jan Palachs Death,https://en.wikipedia.org/wiki/Jan_Palach,56752,conflict,1969,hard
March 1st Movement,https://en.wikipedia.org/wiki/March_First_Movement,58937,conflict,1919,hard
First Paper Money in Americas,https://en.wikipedia.org/wiki/Paper_money,59110,exploration,1690,hard
Franciscan Order Founded,https://en.wikipedia.org/wiki/Third_Order_of_Saint_Francis,59853,cultural,1209,hard
Peace of Amiens,https://en.wikipedia.org/wiki/Treaty_of_Amiens,59884,diplomatic,1802,hard
Plague of Athens,https://en.wikipedia.org/wiki/Plague_of_Athens,59932,disasters,-430,hard
Wycliffe Translates Bible,https://en.wikipedia.org/wiki/Wycliffe's_Bible,59977,cultural,1382,hard
Welfare Reform Act,https://en.wikipedia.org/wiki/Personal_Responsibility_and_Work_Opportunity_Act,60049,diplomatic,1996,hard
Biafra Capitulates,https://en.wikipedia.org/wiki/January_12,60513,conflict,1970,hard
First Zionist Congress,https://en.wikipedia.org/wiki/First_Zionist_Congress,60958,diplomatic,1897,hard
First Atlantic Steamship Crossing,https://en.wikipedia.org/wiki/Transatlantic_crossing,60972,diplomatic,1819,hard
Buddhism Reaches China,https://en.wikipedia.org/wiki/Buddhism_in_China,61984,exploration,67,hard
START I Signed,https://en.wikipedia.org/wiki/START_I,63238,diplomatic,1991,hard
Messina Earthquake,https://en.wikipedia.org/wiki/1908_Messina_earthquake,63987,disasters,1908,hard
Burning of Books and Scholars,https://en.wikipedia.org/wiki/Burning_of_books_and_burying_of_scholars,64531,cultural,-213,hard
Kellogg-Briand Pact,https://en.wikipedia.org/wiki/Kellogg–Briand_Pact,64636,diplomatic,1928,hard
Bank of China Tower Completed,https://en.wikipedia.org/wiki/Bank_of_China_Tower_(Hong_Kong),64719,infrastructure,1990,hard
Peace of Augsburg,https://en.wikipedia.org/wiki/Peace_of_Augsburg,64936,diplomatic,1555,hard
Third Partition of Poland,https://en.wikipedia.org/wiki/Third_Partition_of_Poland,65957,cultural,1795,hard
Jacquerie Peasant Revolt,https://en.wikipedia.org/wiki/Jacquerie,66156,conflict,1358,hard
Greek War of Independence Begins,https://en.wikipedia.org/wiki/Celebration_of_the_Greek_Revolution,66207,conflict,1821,hard
Parliament Buildings Fire,https://en.wikipedia.org/wiki/Parliament_Hill,67182,disasters,1916,hard
Norway Independence from Sweden,https://en.wikipedia.org/wiki/Dissolution_of_the_union_between_Norway_and_Sweden,67582,diplomatic,1905,hard
Iron Bridge Completed,https://en.wikipedia.org/wiki/The_Iron_Bridge,68015,infrastructure,1781,hard
Battle of Marston Moor,https://en.wikipedia.org/wiki/Battle_of_Marston_Moor,68557,conflict,1644,hard
Edict of Nantes,https://en.wikipedia.org/wiki/Edict_of_Nantes,68690,diplomatic,1598,hard
Battle of Breitenfeld,https://en.wikipedia.org/wiki/Battle_of_Breitenfeld_(1631),68698,conflict,1631,hard
Encyclopédie Published,https://en.wikipedia.org/wiki/Encyclopédie,68727,cultural,1751,hard
Vehicle Assembly Building Completed,https://en.wikipedia.org/wiki/Vehicle_Assembly_Building,68827,infrastructure,1966,hard
Fashoda Incident,https://en.wikipedia.org/wiki/Fashoda_Incident,69940,diplomatic,1898,hard
Augsburg Confession,https://en.wikipedia.org/wiki/Augsburg_Confession,69970,diplomatic,1530,hard
Burke and Wills Expedition,https://en.wikipedia.org/wiki/Burke_and_Wills_expedition,70153,exploration,1860,hard
Hertz Discovers Radio Waves,https://en.wikipedia.org/wiki/Transmitter,70218,exploration,1887,hard
Mamluks Take Power in Egypt,https://en.wikipedia.org/wiki/Ottoman–Mamluk_War_(1516–1517),70302,diplomatic,1250,hard
Locarno Treaties,https://en.wikipedia.org/wiki/Locarno_Treaties,70607,diplomatic,1925,hard
Cyclone Nargis,https://en.wikipedia.org/wiki/Cyclone_Nargis,70758,disasters,2008,hard
Iran Green Movement,https://en.wikipedia.org/wiki/Iranian_Green_Movement,70817,cultural,2009,hard
Silk Road Opens,https://en.wikipedia.org/wiki/Maritime_Silk_Road,71015,diplomatic,-130,hard
Akashi Kaikyo Bridge Completed,https://en.wikipedia.org/wiki/Akashi_Kaikyo_Bridge,71853,infrastructure,1998,hard
First Freemason Grand Lodge,https://en.wikipedia.org/wiki/United_Grand_Lodge_of_England,71918,diplomatic,1717,hard
Catherine Palace Completed,https://en.wikipedia.org/wiki/Catherine_Palace,72304,infrastructure,1756,hard
Storming of the Tuileries,https://en.wikipedia.org/wiki/Insurrection_of_10_August_1792,73029,conflict,1792,hard
Dawes Plan,https://en.wikipedia.org/wiki/Dawes_Plan,73507,diplomatic,1924,hard
ANZUS Treaty,https://en.wikipedia.org/wiki/ANZUS,73584,diplomatic,1951,hard
Catholic Emancipation Act,https://en.wikipedia.org/wiki/Catholic_emancipation,74063,diplomatic,1829,hard
Laki Volcanic Eruption,https://en.wikipedia.org/wiki/Laki,74519,disasters,1783,hard
First Saudi State Established,https://en.wikipedia.org/wiki/First_Saudi_state,74769,diplomatic,1744,hard
Fall of Han Dynasty,https://en.wikipedia.org/wiki/End_of_the_Han_dynasty,75540,conflict,220,hard
Armenian Earthquake,https://en.wikipedia.org/wiki/1988_Armenian_earthquake,76088,disasters,1988,hard
Constitution of Medina,https://en.wikipedia.org/wiki/Constitution_of_Medina,76782,diplomatic,622,hard
Centennial Exhibition,https://en.wikipedia.org/wiki/Centennial_Exposition,77605,diplomatic,1876,hard
Treaty of Utrecht,https://en.wikipedia.org/wiki/Peace_of_Utrecht,77798,diplomatic,1713,hard
Model Parliament,https://en.wikipedia.org/wiki/Model_Parliament,78366,diplomatic,1295,hard
Vandals Sack Rome,https://en.wikipedia.org/wiki/Sack_of_Rome_(455),79249,conflict,455,hard
Arab Conquest of Egypt,https://en.wikipedia.org/wiki/Arab_conquest_of_Egypt,79288,conflict,641,hard
First Partition of Poland,https://en.wikipedia.org/wiki/First_Partition_of_Poland,79367,diplomatic,1772,hard
Birth of Charles Darwin,https://en.wikipedia.org/wiki/Darwin–Wedgwood_family,79550,cultural,1809,hard
Battle of Chaeronea,https://en.wikipedia.org/wiki/Battle_of_Chaeronea_(338_BC),79594,diplomatic,-338,hard
Battle of Princeton,https://en.wikipedia.org/wiki/Battle_of_Princeton,79716,conflict,1777,hard
Monterey Pop Festival,https://en.wikipedia.org/wiki/Monterey_International_Pop_Festival,80961,cultural,1967,hard
Siege of Caffa,https://en.wikipedia.org/wiki/Siege_of_Caffa,81299,disasters,1346,hard
Mongol Invasion of Jin Dynasty,https://en.wikipedia.org/wiki/Mongol_conquest_of_the_Jin_dynasty,81545,conflict,1211,hard
Congress of Berlin,https://en.wikipedia.org/wiki/Congress_of_Berlin,82037,diplomatic,1878,hard
Ptolemy Writes Almagest,https://en.wikipedia.org/wiki/Almagest,82064,exploration,150,hard
Indo-Pakistani War,https://en.wikipedia.org/wiki/India–Pakistan_war_of_1971,82074,conflict,1971,hard
MRI Invented,https://en.wikipedia.org/wiki/Functional_magnetic_resonance_imaging,82835,exploration,1971,hard
Zheng He's First Voyage,https://en.wikipedia.org/wiki/Ming_treasure_voyages,82996,exploration,1405,hard
Field of the Cloth of Gold,https://en.wikipedia.org/wiki/Field_of_the_Cloth_of_Gold,83206,diplomatic,1520,hard
World Trade Center Construction Begins,https://en.wikipedia.org/wiki/Construction_of_the_World_Trade_Center,83657,infrastructure,1968,hard
Canadian Constitution Patriation,https://en.wikipedia.org/wiki/Patriation,83946,diplomatic,1982,hard
Arrest of the Knights Templar,https://en.wikipedia.org/wiki/Trials_of_the_Knights_Templar,84852,cultural,1307,hard
Encyclopedia Britannica First Edition,https://en.wikipedia.org/wiki/Encyclopædia_Britannica_Eleventh_Edition,85589,cultural,1768,hard
24th Amendment Ratified,https://en.wikipedia.org/wiki/Twenty-fourth_Amendment_to_the_United_States_Constitution,85818,diplomatic,1964,hard
Bunsen Burner Invented,https://en.wikipedia.org/wiki/Bunsen_burner,87218,exploration,1855,hard
Treaty of Ghent,https://en.wikipedia.org/wiki/Treaty_of_Ghent,87269,diplomatic,1814,hard
David Establishes Jerusalem as Capital,https://en.wikipedia.org/wiki/City_of_David_(archaeological_site),87373,diplomatic,-1000,hard
Irish Rebellion of 1641,https://en.wikipedia.org/wiki/Irish_Rebellion_of_1641,87903,conflict,1641,hard
Tri-State Tornado,https://en.wikipedia.org/wiki/1925_Tri-State_tornado,88338,disasters,1925,hard
Islamic Caliphate Abolished,https://en.wikipedia.org/wiki/Abolition_of_the_Caliphate,88432,cultural,1924,hard
SALT I Signed,https://en.wikipedia.org/wiki/Strategic_Arms_Limitation_Talks,88454,diplomatic,1972,hard
SALT II Signed,https://en.wikipedia.org/wiki/Strategic_Arms_Limitation_Talks,88454,diplomatic,1979,hard
First Korean Turtle Ships,https://en.wikipedia.org/wiki/Turtle_ship,88560,diplomatic,1597,hard
Great Railroad Strike,https://en.wikipedia.org/wiki/Great_Railroad_Strike_of_1877,89116,infrastructure,1877,hard
Hubble Discovers Galaxies,https://en.wikipedia.org/wiki/Spiral_galaxy,89292,exploration,1924,hard
British Railways Nationalized,https://en.wikipedia.org/wiki/Nationalization,89450,infrastructure,1948,hard
Battle of Arsuf,https://en.wikipedia.org/wiki/Battle_of_Arsuf,90168,conflict,1191,hard
Hudson's Bay Company Founded,https://en.wikipedia.org/wiki/Hudson's_Bay_point_blanket,90304,diplomatic,1670,hard
La Salle Explores Mississippi,"https://en.wikipedia.org/wiki/René-Robert_Cavelier,_Sieur_de_La_Salle",90342,exploration,1682,hard
Russian Flu Pandemic,https://en.wikipedia.org/wiki/1889–1890_pandemic,91527,disasters,1889,hard
Rio Earth Summit,https://en.wikipedia.org/wiki/Earth_Summit,91744,cultural,1992,hard
Christianization of Kievan Rus',https://en.wikipedia.org/wiki/Christianization_of_Kievan_Rus',91757,cultural,988,hard
Serbia Independence,https://en.wikipedia.org/wiki/Principality_of_Serbia,91898,diplomatic,1876,hard
TWA Terminal Completed,https://en.wikipedia.org/wiki/TWA_Flight_Center,91937,infrastructure,1962,hard
Dawes Act,https://en.wikipedia.org/wiki/Dawes_Act,91975,diplomatic,1887,hard
Interpretation of Dreams Published,https://en.wikipedia.org/wiki/The_Interpretation_of_Dreams,92148,cultural,1899,hard
London Beer Flood,https://en.wikipedia.org/wiki/London_Beer_Flood,92963,disasters,1814,hard
Helsinki Accords,https://en.wikipedia.org/wiki/Helsinki_Accords,93291,diplomatic,1975,hard
