event_name,event_title,approximate_year,region,category,sources
christopher-marlowe,Christopher Marlowe Writes Major Dramas,1588,England,theatrical,r2_cultural
spenser-faerie-queene,Spenser Writes The Faerie Queene,1589,England,literary,r2_cultural
toyotomi-hideyoshi-rule,Toyotomi Hideyoshi's Rule,1590,East Asia,political,non_western
compound-microscope,Compound Microscope Development,1590,Europe,scientific,r2_early_modern
chocolate-trade-establishment,Chocolate Trade Establishes with Europe,1590,Americas,trade,r2_economic
shakespeare-early-plays,Shakespeare Writes Early Plays,1590,England,theatrical,r2_cultural
toyotomi-hideo-invasions,Toyotomi Hideyoshi Invades Korea,1592,East Asia,military,non_western
korean-imjin-war,Korean Imjin War (Japanese Invasion),1592,East Asia,military,r2_early_modern
imjin-war-turtle-ship,First Turtle Ship Combat Victory,1592,Korea,military,r2_korea_americas
mombasa-fort,Fort Jesus Built in Mombasa,1593,Sub-Saharan Africa,military,gap_analysis
first-thermometer,Galileo Thermometer,1593,Italy,science,historical_firsts
mombasa-fort-jesus-construction,Fort Jesus Built at Mombasa Harbor,1593,East Africa,architectural,r2_africa_pacific
opera-emerges-florence,Opera Emerges as Art Form in Florence,1597,Italy,theatrical,r2_cultural
imjin-war-second-invasion,Second Japanese Invasion of Korea,1597,Korea,military,r2_korea_americas
isfahan-city-building,Isfahan Built as Safavid Capital,1598,Middle East,architecture,non_western
isfahan-capital-development,Isfahan Established as Safavid Capital,1598,Middle East,political,r2_early_modern
mycenaean-civilization,Mycenaean Civilization Emerges,1600,Greece,political,chronology
benguela-slave-market,Benguela Established as Slave Trade Center,1600,Sub-Saharan Africa,economic,gap_analysis
tswana-kingdoms,Tswana Kingdoms Consolidation,1600,Sub-Saharan Africa,political,gap_analysis
aceh-sultanate,Aceh Sultanate Peak Power,1600,Southeast Asia,political,gap_analysis
hawaiian-kingdoms,Hawaiian Kingdoms Emerge,1600,Oceania/Pacific,political,gap_analysis
corporation-charter,First Joint-Stock Company Charter,1600,Western Europe,economic,gap_analysis
new-world-crops-adoption,Adoption of New World Crops in Old World,1600,Global,agricultural,consequence_chain
oyo-empire-expansion,Oyo Empire Expands in West Africa,1600,Africa,political,non_western
safavid-textile-arts,Safavid Carpet and Textile Arts Peak,1600,Middle East,art,non_western
yoruba-oyo-confederation,Yoruba Oyo Confederation Formation,1600,Africa,political,non_western
lunda-empire,Lunda Empire Regional Dominance,1600,Africa,political,non_western
kuba-kingdom,Kuba Kingdom Floruit in Congo,1600,Africa,political,non_western
coffee-introduction,Coffee Reaching Europe,1600,Ottoman Empire,food/agriculture,historical_firsts
old-age-care,Old Age Home,1600,Netherlands,social,historical_firsts
safavid-carpet-arts,Safavid Carpet Arts Peak Production,1600,Middle East,artistic,r2_early_modern
joint-stock-company-development,Joint-Stock Company Development and Growth,1600,Europe,economic,r2_early_modern
russo-swedish-wars,Russo-Swedish Wars (Great Northern War Precursors),1600,Europe,military,r2_early_modern
polish-lithuanian-golden-age,Polish-Lithuanian Commonwealth Golden Age,1600,Europe,political,r2_early_modern
venetian-trade-decline,Venetian Trade Network Decline,1600,Europe,economic,r2_early_modern
hanseatic-league-decline,Hanseatic League Commercial Decline,1600,Europe,economic,r2_early_modern
scientific-instruments-development,Development of Scientific Instruments,1600,Europe,scientific,r2_early_modern
dutch-golden-age-trade,Dutch Golden Age Trade Expansion,1600,Europe,economic,r2_early_modern
spanish-armada-aftermath,Spanish Naval Decline After Armada Era,1600,Europe,military,r2_early_modern
russian-expansion-siberia,Russian Expansion into Siberia,1600,Asia,military,r2_early_modern
srivijaya-decline,Srivijaya Maritime Kingdom Decline Complete,1600,Southeast Asia,political,r2_early_modern
cotton-production-india,Indian Cotton Industry Booms,1600,India,agricultural,r2_economic
beaver-pelt-european-demand,European Beaver Pelt Demand Peaks,1600,North America,trade,r2_economic
minoan-frescoes,Minoan Frescoes and Palace Art,1600,Eastern Mediterranean,artistic,r2_cultural
kabuki-theater-begins,Kabuki Theater Tradition Established,1600,Japan,theatrical,r2_cultural
shakespeare-hamlet-othello,Shakespeare Writes Hamlet and Major Tragedies,1600,England,theatrical,r2_cultural
kathak-classical-dance,Kathak Classical Dance Tradition Formalized,1600,South Asia,cultural,r2_cultural
coffee-houses-cairo,Cairo Coffeehouses Peak as Cultural Centers,1600,Middle East,cultural,r2_cultural
compound-lens-system,Compound Lens Systems,1600,Netherlands,optics,r2_tech_chains
color-printing-techniques,Color Printing Techniques,1600,Netherlands,printing,r2_tech_chains
flag-signal-development,Flag Signal Systems Development,1600,Maritime,communication,r2_tech_chains
cartridge-paper-development,Paper Cartridge Development,1600,Europe,weapons,r2_tech_chains
iron-reinforcement-concept,Iron Reinforcement in Masonry,1600,Renaissance,construction,r2_tech_chains
sulfuric-acid-production,Sulfuric Acid Production Method,1600,Germany,chemistry,r2_tech_chains
glass-composition-improvements,Glass Composition and Purity,1600,Venice,materials,r2_tech_chains
kuba-royal-masks,Kuba Kingdom Develops Royal Mask Traditions,1600,Central Africa,artistic,r2_africa_pacific
lunda-expansion-network,Lunda Empire Expands Through Trade Networks,1600,Central Africa,economic,r2_africa_pacific
printing-technology-spread,Printing Technology Spread Across Eurasia,1600,Global,information,r2_paradigm_shifts
agricultural-commercialization,Agricultural Commercialization Emerges,1600,Western Europe,economic,r2_paradigm_shifts
joint-stock-company-formation,Joint-Stock Company Formation,1600,Europe,economic,r2_paradigm_shifts
deforestation-britain,Deforestation Crisis Drives Charcoal Shortage,1600,England,ecological,r2_paradigm_shifts
sugar-monoculture-caribbean,Sugar Monoculture Establishes in Caribbean,1600,Caribbean,agricultural,r2_paradigm_shifts
tobacco-addiction-global,Tobacco Becomes Global Addictive Commodity,1600,Global,economic,r2_paradigm_shifts
spice-monopoly-dutch,Dutch Spice Monopoly in East Indies,1600,Southeast Asia,economic,r2_paradigm_shifts
teak-timber-trade,Teak Timber Trade from Southeast Asia,1600,Southeast Asia,economic,r2_paradigm_shifts
indigo-trade-expands,Indigo Trade Expansion from India,1600,Global,economic,r2_paradigm_shifts
cocoa-chocolate-commodity,Cacao Chocolate Becomes European Luxury,1600,Global,economic,r2_paradigm_shifts
voc-dutch-east-india,Dutch East India Company Monopoly,1602,Netherlands,commercial,r2_economic
edo-period,Edo Period Tokugawa Rule,1603,East Asia,political,gap_analysis
tokugawa-rice-standardization,Tokugawa Period Rice Standardization,1603,Japan,agricultural,r2_economic
palmares-republic-zumbi,Palmares Republic - African Resistance in Brazil,1605,South America,social,r2_early_modern
cervantes-don-quixote,Cervantes Publishes Don Quixote,1605,Spain,literary,r2_cultural
hudson-explorations,Hudson's Arctic Explorations,1607,Arctic,exploration,consequence_chain
virginia-colony-established,Virginia Colony Established,1607,America,exploration,consequence_chain
monteverdi-orfeo,Monteverdi Composes L'Orfeo Opera,1607,Italy,musical,r2_cultural
telescope-invention,Telescope Invented,1608,Netherlands,invention,consequence_chain
kepler-planetary-laws,Kepler's Laws of Motion Published,1609,Germany,scientific,chronology
keplers-laws,Kepler Laws of Planetary Motion,1609,Europe,scientific,consequence_chain
first-telescope,Galileo Telescope,1609,Italy,science,historical_firsts
kepler-laws-motion,Johannes Kepler's Laws of Planetary Motion,1609,Europe,scientific,"r2_early_modern, r2_scientific"
shakespeare-sonnets,Shakespeare Publishes Sonnets,1609,England,literary,r2_cultural
tongan-kingdom-established,Tongan Kingdom Established,1610,Pacific,political,non_western
tea-introduction,Tea Reaching Europe,1610,Netherlands,food/agriculture,historical_firsts
mapuche-confederation-1610,Mapuche Political Confederation,1610,South America,political,r2_early_modern
safavid-miniature-painting,Safavid Miniature Painting Schools Flourish,1610,Middle East,artistic,r2_early_modern
galileo-telescopic-observations,Galileo's Telescopic Astronomical Observations,1610,Europe,scientific,r2_early_modern
galileo-telescope-discoveries,Galileo's Telescope and Astronomical Discoveries,1610,Italy,scientific,r2_scientific
stock-exchange-amsterdam,Amsterdam Stock Exchange Established,1611,Western Europe,economic,gap_analysis
joseon-korean-medicine,Dongeuibogam Medical Encyclopedia,1613,Korea,medical,r2_korea_americas
shogun-tokugawa-succession,Tokugawa Shogunate Succession Establishment,1615,East Asia,political,r2_early_modern
istanbul-blue-mosque,Blue Mosque Built in Istanbul,1616,Ottoman Empire,architectural,r2_cultural
kepler-second-law,Kepler's Second Law of Planetary Motion Published,1619,Europe,scientific,r2_early_modern
plymouth-colony-pilgrims,Plymouth Colony Pilgrims,1620,America,exploration,consequence_chain
beaver-trade-north-america,Beaver Fur Trade in North America,1620,North America,economic,consequence_chain
isfahan-bazaar-construction,Isfahan Bazaar (Bazaar of Isfahan) Expansion,1620,Middle East,architectural,r2_early_modern
edo-castle-architecture,Major Japanese Castle Construction (Edo Period),1620,East Asia,architectural,r2_early_modern
spice-monopoly-nutmeg,Dutch Monopolize Nutmeg Trade,1621,Indonesia,trade,r2_economic
richelieu-centralization,Cardinal Richelieu Centralizes French Power,1624,France,political,consequence_chain
dahomey-kingdom-founded,Dahomey Kingdom Established,1625,Africa,political,non_western
port-royal-convent,Port-Royal-des-Champs Monastery Flourishes,1626,Europe,religious,r2_early_modern
st-peters-basilica-completion,St. Peter's Basilica in Rome Completed,1626,Europe,architectural,r2_early_modern
trinh-nguyen-civil-war,Trinh-Nguyen Civil War in Vietnam,1627,Southeast Asia,military,r2_early_modern
harvey-blood-circulation,Harvey Discovers Blood Circulation,1628,England,medical,consequence_chain
mughal-shah-jahan,Shah Jahan's Reign and Taj Mahal,1628,South Asia,political,non_western
alaouite-dynasty-rise,Alaouite Dynasty Rise in Morocco,1631,Africa,political,r2_early_modern
gondar-capital,Gondar Established as Ethiopian Capital,1632,Sub-Saharan Africa,political,gap_analysis
mughal-taj-mahal,Taj Mahal Construction,1632,South Asia,architecture,non_western
taj-mahal-construction,Taj Mahal Construction Begins,1632,South Asia,architectural,"r2_early_modern, r2_cultural"
taj-mahal-begun,Taj Mahal Construction Begun,1632,South Asia,architectural,r2_cultural
gondar-city-planning,Gondar City Built as Ethiopian Capital,1632,East Africa,architectural,r2_africa_pacific
buke-shohatto-code,Buke Shohatto (Military Code) Established,1633,East Asia,legal,r2_early_modern
stock-speculation-dutch,Stock Speculation and Bubble Formation,1634,Netherlands,economic,r2_paradigm_shifts
tokugawa-sakoku-isolation,Tokugawa Sakoku Policy of Isolation Begins,1635,East Asia,political,non_western
sakoku-edicts-isolation,Sakoku Edicts Enforce Japanese Isolation,1635,East Asia,political,r2_early_modern
spanish-baroque-drama,Spanish Baroque Drama with Calderón,1635,Spain,theatrical,r2_cultural
descartes-cogito-philosophy,Descartes Cogito Ergo Sum,1637,France,intellectual,consequence_chain
descartes-analytical-geometry,Descartes Develops Analytic Geometry,1637,France,scientific,consequence_chain
shimabara-rebellion,Shimabara Rebellion - Tokugawa Japan,1637,East Asia,military,r2_early_modern
corneille-le-cid,Corneille Writes Le Cid Drama,1637,France,theatrical,r2_cultural
edo-castle-completion,Edo Castle Completion and Shogunate Center,1638,East Asia,architectural,r2_early_modern
jansenism-controversy,Jansenism Controversy Peaks,1640,Europe,religious,r2_early_modern
portuguese-restoration-war,Portuguese Restoration War Independence,1640,Europe,military,r2_early_modern
swedish-empire-peak,Swedish Empire Military Peak,1640,Europe,military,r2_early_modern
gondar-castles-construction,Gondar Royal Castles Constructed,1640,East Africa,architectural,r2_africa_pacific
barometer-invention,Barometer Invented,1643,Italy,invention,consequence_chain
first-barometer,Torricelli Barometer,1643,Italy,science,historical_firsts
qing-expansion,Qing Dynasty Expansion,1644,East Asia,military,gap_analysis
fronde-rebellions,Fronde Rebellions,1648,France,political,consequence_chain
westphalia-treaty,Peace of Westphalia,1648,Germany,law,historical_firsts
pascal-vacuum-experiments,Pascal's Vacuum Experiments (Magdeburg Hemispheres),1648,Europe,scientific,r2_early_modern
peace-westphalia-extended,Peace of Westphalia Territorial Settlements,1648,Europe,political,r2_early_modern
enlightenment-age-begins,Age of Enlightenment Begins,1650,Europe,cultural,chronology
ashanti-federation,Ashanti Federation Consolidates Power,1650,Sub-Saharan Africa,political,gap_analysis
mercantilism-doctrine-rise,Mercantilism Doctrine Rises,1650,Europe,economic,consequence_chain
dutch-naval-dominance,Dutch Naval Dominance Established,1650,North Sea/Atlantic,maritime,consequence_chain
thermometer-development,Thermometer Developed,1650,Italy/Europe,invention,consequence_chain
tokugawa-kabuki-theatre,Tokugawa Kabuki Theatre Development,1650,East Asia,culture,non_western
kuba-raffia-textiles,Kuba Raffia Textile Art,1650,Africa,art,non_western
futures-market,Rice Futures,1650,Japan,economy,historical_firsts
vietnamese-nam-vu,Vietnamese Nam Vu (March to South) Expansion,1650,Southeast Asia,political,r2_early_modern
quaker-founding,Quaker Society Founding and Growth,1650,Europe,religious,r2_early_modern
baroque-period-peak,Baroque Period Artistic Peak,1650,Europe,artistic,r2_early_modern
louis-xiv-expansion,Louis XIV's Territorial Expansion Begins,1650,Europe,military,r2_early_modern
tea-trade-begins,Tea Trade Opens Between China and Europe,1650,Asia,trade,r2_economic
whale-oil-trade,Whale Oil Trade Becomes Valuable,1650,Atlantic,trade,r2_economic
kabuki-women-actors,Kabuki Theater Becomes Popular Entertainment,1650,Japan,theatrical,r2_cultural
moronobu-woodblock-pioneer,Moronobu Pioneers Woodblock Print Art,1650,Japan,artistic,r2_cultural
baroque-church-architecture,Baroque Church Architecture Flourishes,1650,Western Europe,architectural,r2_cultural
bleaching-techniques-development,Bleaching Techniques Development,1650,Europe,chemistry,r2_tech_chains
asante-confederacy-military,Asante Confederacy Develops Professional Army,1650,West Africa,military,r2_africa_pacific
zanzibar-spice-trade,Zanzibar Becomes Spice Trade Center,1650,East Africa,economic,r2_africa_pacific
poverty-point-earthworks,Poverty Point Earthwork Complex Built,1650,North America,architectural,r2_korea_americas
hobbes-leviathan,Hobbes Publishes Leviathan,1651,England,intellectual,consequence_chain
navigation-acts-england,Navigation Acts Establish English Mercantilism,1651,Europe,legal,r2_early_modern
pascal-probability-theory,Pascal Develops Probability Theory,1654,France,mathematical,r2_scientific
llanquihue-battle,Battle of Llanquihue - Mapuche Victory,1655,South America,military,r2_early_modern
koprululer-reforms,Köprülü Dynasty Administrative Reforms,1656,Middle East,political,r2_early_modern
aurangzeb-expansion-begin,Aurangzeb's Deccan Expansion Campaign Begins,1657,South Asia,military,r2_early_modern
mughal-aurengzeb-expansion,Aurengzeb's Mughal Expansion,1658,South Asia,political,non_western
optical-lens-advancement,Optical Lens Technology Advancement,1660,Europe,technological,r2_early_modern
english-civil-war-aftermath,English Civil War Political Consequences,1660,Europe,political,r2_early_modern
danish-swedish-wars,Danish-Swedish Wars Over Baltic,1660,Europe,military,r2_early_modern
anchor-escapement,Anchor (Recoil) Escapement Developed,1660,England,timekeeping,r2_tech_chains
hairspring-balance-wheel,Balance Wheel and Hairspring,1660,Netherlands,timekeeping,r2_tech_chains
louis-xiv-personal-rule,Louis XIV Begins Personal Rule,1661,France,political,consequence_chain
versailles-construction,Palace of Versailles Construction,1661,France,architectural,consequence_chain
qing-kangxi-emperor,Kangxi Emperor's Reign Begins,1661,East Asia,political,non_western
versailles-palace,Palace of Versailles Construction,1661,France,architectural,r2_cultural
louis-xiv-ballet,Louis XIV Establishes Ballet as Art Form,1661,France,theatrical,r2_cultural
bus-service,Public Bus Service,1662,France,communication,historical_firsts
boyle-gas-laws,Robert Boyle's Gas Laws Established,1662,Europe,scientific,r2_early_modern
boyle-law-gases,Boyle Discovers Law of Gases,1662,Ireland,scientific,r2_scientific
moliere-comedies,Molière Writes Tartuffe and Major Comedies,1664,France,theatrical,r2_cultural
philosophical-transactions,Philosophical Transactions,1665,England,science,historical_firsts
hooke-microscopy,Robert Hooke's Microscopy Observations,1665,Europe,scientific,"r2_early_modern, r2_scientific"
newton-calculus,Newton Develops Calculus,1665,England,mathematical,r2_scientific
maratha-shivaji,Shivaji Maharaj Establishes Maratha Power,1666,South Asia,political,non_western
spectroscopy-prism,Spectroscopy and Prism Uses,1666,England,optics,r2_tech_chains
blood-transfusion,Successful Blood Transfusion,1667,France,medicine,historical_firsts
racine-theatre,Jean Racine Writes Major Tragedies,1667,France,theatrical,r2_cultural
milton-paradise-lost,Milton Writes Paradise Lost,1667,England,literary,r2_cultural
central-bank,Bank of Sweden,1668,Sweden,economy,historical_firsts
leeuwenhoek-microscope,Leeuwenhoek Invents Microscope,1670,Netherlands,invention,"consequence_chain, historical_firsts"
aurangzeb-orthodox-policies,Aurangzeb's Religious Orthodoxy Policies,1670,South Asia,religious,r2_early_modern
ukiyo-e-art-development,Ukiyo-e Woodblock Art Development,1670,East Asia,artistic,r2_early_modern
pietism-germany,Pietism Movement in German Protestantism,1670,Europe,religious,r2_early_modern
joseon-silhak-agricultural,Silhak Movement Agricultural Reform,1670,Korea,agricultural,r2_korea_americas
maratha-empire-begins,Maratha Empire Expansion Begins,1674,South Asia,political,non_western
first-microscope,Leeuwenhoek Microscope,1674,Netherlands,science,historical_firsts
three-years-war-maroons,Three Years War - Jamaican Maroons,1674,Americas,military,r2_early_modern
maratha-resistance-begins,Maratha Resistance Against Mughal Empire,1674,South Asia,military,r2_early_modern
huygens-light-theory,Huygens Develops Wave Theory of Light,1678,Netherlands,scientific,r2_scientific
leibniz-binary-system,Leibniz Develops Binary Number System,1679,Germany,scientific,consequence_chain
newton-leibniz-calculus,Newton and Leibniz Develop Calculus,1680,Europe,scientific,consequence_chain
rozvi-empire,Rozvi Empire Dominates Southern Africa,1680,Africa,political,non_western
mercantilism-peak,Mercantilism Economic System Peak,1680,Europe,economic,r2_early_modern
baroque-music-development,Baroque Music Composition and Development,1680,Europe,artistic,r2_early_modern
peter-great-reforms,Peter the Great's Military Modernization,1680,Europe,military,r2_early_modern
kangxi-military-campaigns,Kangxi Emperor's Military Campaigns,1680,East Asia,military,r2_early_modern
haiku-poetry-tradition,Haiku Poetry Tradition Formalized,1680,Japan,literary,r2_cultural
joseon-yangban-examination,Yangban Civil Service Examination Reforms,1680,Korea,political,r2_korea_americas
ottoman-decline-begins,Ottoman Empire Begins Decline,1683,Middle East,political,non_western
deccan-campaigns-mughal,Mughal Deccan Campaigns Peak,1685,South Asia,military,r2_early_modern
newton-gravitation-law,Newton's Law of Gravitation,1687,England,scientific,chronology
newton-principia-published,Isaac Newton's Principia Mathematica Published,1687,Europe,scientific,r2_early_modern
newton-gravity-motion,Newton Discovers Gravity and Laws of Motion,1687,England,scientific,r2_scientific
genroku-era-culture,Genroku Era Cultural and Artistic Peak,1688,East Asia,cultural,r2_early_modern
dojima-rice-exchange,Dojima Rice Exchange Established,1688,Japan,commercial,r2_economic
locke-treatise-government,Locke's Treatise on Government Published,1689,England,political,chronology
english-rights-act,English Bill of Rights,1689,England,legal,chronology
locke-second-treatise,Locke Second Treatise on Government,1689,England,intellectual,consequence_chain
qing-conquers-mongolia,Qing Dynasty Conquers Outer Mongolia,1690,East Asia,military,non_western
mongolia-qing-vassalage,Mongolia Becomes Qing Dynasty Vassal State,1690,East Asia,political,r2_early_modern
khalkha-mongolia-submission,Khalkha Mongolia Submits to Qing,1691,East Asia,political,r2_early_modern
wren-st-pauls-cathedral,Wren Designs St Paul's Cathedral,1697,England,architectural,r2_cultural
sikh-khalsa-panth,Khalsa Panth Military Order Established,1699,South Asia,military,non_western
tonga-empire,Tongan Empire Peak,1700,Oceania/Pacific,political,gap_analysis
agricultural-revolution,Agricultural Revolution,1700,Britain,agricultural,consequence_chain
coal-mining-expansion,Coal Mining Expansion,1700,Britain,industrial,consequence_chain
selective-breeding-animals,Selective Breeding of Livestock,1700,Britain,agricultural,consequence_chain
prussian-discipline-training,Prussian Military Training System,1700,Prussia,military,consequence_chain
tokugawa-edo-period-culture,Edo Period Cultural Flourishing,1700,East Asia,culture,non_western
zanzibar-sultanate-influence,Zanzibar Sultanate Influence Expands,1700,Africa,political,non_western
dahomey-rise-power,Dahomey Kingdom Rise to Regional Power,1700,Africa,political,non_western
hydrochloric-acid-production,Hydrochloric Acid Production,1700,Germany,chemistry,r2_tech_chains
dye-chemistry-advances,Dye Chemistry and Fast Dyes,1700,Europe,chemistry,r2_tech_chains
dahomey-amazon-warriors-formation,Dahomey Amazon Warriors Regiment Established,1700,West Africa,military,r2_africa_pacific
ethiopian-gondar-cultural-center,Gondar Becomes Ethiopian Cultural Center,1700,East Africa,cultural,r2_africa_pacific
tlingit-shellmoney-trade,Tlingit Shell Money Trade,1700,North America,economic,r2_korea_americas
long-distance-travel-improvement,Long-Distance Travel Time Decreases,1700,Global,technology,r2_paradigm_shifts
famine-cycles-break,Famine Cycles Break in Western Europe,1700,Western Europe,demographic,r2_paradigm_shifts
asante-confederation,Asante Confederation Formation,1701,Africa,political,non_western
asante-golden-stool,Asante Golden Stool Ceremonial,1701,Africa,culture,non_western
military-academy-russia,Cadet Academy,1701,Russia,military,historical_firsts
sikh-mughal-conflicts,Sikh-Mughal Military Conflicts Peak,1705,South Asia,military,r2_early_modern
halley-comet-orbital,Halley Calculates Comet Orbit,1705,England,scientific,r2_scientific
mughal-administrative-decline,Mughal Administration Decline Accelerates,1707,South Asia,political,r2_early_modern
copyright-britain,Copyright Law,1709,England,law,historical_firsts
handel-baroque-music,Handel Composes Major Baroque Works,1710,Germany,musical,r2_cultural
paris-salon-culture,Parisian Salon Culture Establishment,1715,Europe,cultural,r2_early_modern
haitian-slave-rebellions,Early Haitian Slave Rebellions and Marronage,1715,Americas,social,r2_early_modern
mississippi-bubble,Mississippi Bubble Financial Crisis,1716,Europe,economic,r2_early_modern
asante-akwamu-conquest,Asante Confederacy Conquers Akwamu,1717,West Africa,military,r2_africa_pacific
tulip-era-ottoman,Tulip Era (Lale Devri) Cultural Peak,1718,Middle East,cultural,r2_early_modern
qing-tibet-control,Qing Dynasty Establishes Control Over Tibet,1720,East Asia,political,non_western
maratha-confederacy,Maratha Confederacy Formation,1720,South Asia,political,non_western
maroon-wars-jamaica,Maroon Wars for Freedom in Jamaica,1720,Americas,military,r2_early_modern
yongzheng-emperor-reign,Yongzheng Emperor's Reign Begins,1722,East Asia,political,r2_early_modern
bach-welltempered-clavier,Bach Composes Well-Tempered Clavier,1722,Germany,musical,r2_cultural
fahrenheit-temperature-scale,Fahrenheit Creates Temperature Scale,1724,Germany,scientific,r2_scientific
vivaldi-four-seasons,Vivaldi Composes The Four Seasons,1725,Italy,musical,r2_cultural
french-enlightenment-peak,French Enlightenment Flourishes,1730,France,cultural,chronology
rococo-architecture-style,Rococo Architecture Style Emerges,1730,France,architectural,r2_cultural
voltaire-major-works,Voltaire's Major Philosophical Works,1732,Europe,cultural,r2_early_modern
achromatic-lens,Achromatic Lens Correction,1733,England,optics,r2_tech_chains
muhendishane-school,Mühendishane (Ottoman Engineering School) Founded,1734,Middle East,educational,r2_early_modern
harrison-chronometer-series,Harrison Marine Chronometer Series,1735,Britain,timekeeping,r2_tech_chains
euler-graph-theory,Euler Initiates Graph Theory,1736,Switzerland,mathematical,r2_scientific
stono-rebellion,Stono Rebellion - South Carolina Slave Uprising,1739,Americas,social,r2_early_modern
frederick-great-militarism,Frederick the Great's Military Reforms,1740,Europe,military,r2_early_modern
euler-mathematics,Euler Advances Mathematics and Physics,1740,Switzerland,mathematical,r2_scientific
flying-shuttle-refinement,Flying Shuttle Improvements,1740,Britain,textiles,r2_tech_chains
celsius-temperature-scale,Celsius Develops Temperature Scale,1742,Sweden,scientific,r2_scientific
montesquieu-spirit-laws,Montesquieu Spirit of the Laws,1748,France,intellectual,consequence_chain
separation-of-powers-concept,Separation of Powers Concept Develops,1748,France/Europe,political,consequence_chain
bach-mass-in-b-minor,Bach Composes Mass in B Minor,1749,Germany,musical,r2_cultural
qing-expansion-central-asia,Qing Expansion Reaches Peak in Central Asia,1750,East Asia,political,non_western
maratha-expansion-peak,Maratha Empire Reaches Peak Expansion,1750,South Asia,political,non_western
building-code,Building Code of Hammurabi,1750,Mesopotamia,law,historical_firsts
rousseau-publications,Rousseau's Major Publications (Discourse and Emile),1750,Europe,cultural,r2_early_modern
middle-passage-peak,Middle Passage Atlantic Slave Trade Peak,1750,Atlantic,economic,r2_early_modern
triangular-trade-system,Triangular Trade System Peak Operations,1750,Atlantic,economic,r2_early_modern
ukiyo-woodblock-prints,Ukiyo-e Woodblock Print Tradition Peak,1750,Japan,artistic,r2_cultural
detent-escapement,Detent Escapement for Chronometers,1750,England,timekeeping,r2_tech_chains
turbine-wheel-concept,Turbine Wheel Concept Development,1750,France,energy,r2_tech_chains
natural-rubber-gathering,Natural Rubber Gathering and Latex Extraction,1750,South America,materials,r2_tech_chains
dahomey-slave-trade-dominance,Dahomey Dominates West African Slave Trade,1750,West Africa,economic,r2_africa_pacific
encyclopedie-diderot,Encyclopédie Project by Diderot and d'Alembert Begins,1751,Europe,cultural,r2_early_modern
british-museum-founded,British Museum,1753,England,institutions,historical_firsts
qing-xinjiang-conquest,Qing Conquest of Xinjiang,1755,East Asia,military,r2_early_modern
industrial-revolution-begins,Industrial Revolution Begins,1760,Britain,economic,chronology
tacky-rebellion-jamaica,Tacky's Rebellion - Jamaican Slave Uprising,1760,Americas,social,r2_early_modern
burmese-siamese-wars,Burmese-Siamese Wars,1760,Southeast Asia,military,r2_early_modern
black-phlogiston-heat,Joseph Black Studies Heat and Phlogiston,1760,Scotland,scientific,r2_scientific
sextant-refinement,Sextant Design Refinement,1760,Britain,navigation,r2_tech_chains
canal-network-britain,Brindley's Canal Network,1761,Britain,architectural,chronology
proclamation-1763,Proclamation of 1763,1763,America,legal,consequence_chain
public-education-prussia,Prussian Public Education,1763,Germany,social,historical_firsts
cotton-spinning-jenny,Spinning Jenny Invented,1764,Britain,invention,chronology
hermitage-museum,Hermitage Museum,1764,Russia,institutions,historical_firsts
veterinary-school,Royal Veterinary School,1765,France,food/agriculture,historical_firsts
haydn-symphonies,Haydn Composes Symphony Series,1765,Austria,musical,r2_cultural
bougainville-circumnavigation,Bougainville's Global Circumnavigation,1766,Pacific,maritime,r2_early_modern
ayutthaya-fall,Fall of Ayutthaya Kingdom - Burmese Invasion,1767,Southeast Asia,military,r2_early_modern
cook-pacific-voyages,Captain Cook Pacific Voyages,1768,Pacific,exploration,consequence_chain
arkwright-water-frame,Arkwright Water Frame Invented,1769,England,invention,consequence_chain
watt-separate-condenser,Watt Separate Condenser,1769,Scotland,energy,r2_tech_chains
factory-system-emergence,Factory System Develops,1770,Britain,economic,chronology
maori-european-encounters,Maori-European Contact and Trade,1770,Pacific,cultural,r2_early_modern
lagrange-number-theory,Lagrange Advances Number Theory,1770,France,mathematical,r2_scientific
zanzibar-clove-cultivation,Zanzibar Sultanate Develops Clove Plantations,1770,East Africa,agricultural,r2_africa_pacific
tay-son-rebellion,Tay Son Rebellion in Vietnam,1771,Southeast Asia,military,r2_early_modern
intolerable-acts,Intolerable Acts Passed,1774,America,legal,consequence_chain
first-continental-congress,First Continental Congress,1774,Philadelphia,political,consequence_chain
lavoisier-oxygen-combustion,Lavoisier Discovers Oxygen and Combustion,1774,France,scientific,r2_scientific
priestley-oxygen-isolation,Priestley Isolates Oxygen Gas,1774,England,scientific,r2_scientific
boulton-watt-partnership,Boulton and Watt Partnership,1775,England,economic,consequence_chain
washington-appointed-commander,Washington Appointed Commander,1775,America,military,consequence_chain
declaration-of-independence-drafted,Declaration of Independence Drafted,1776,Philadelphia,legal,consequence_chain
valley-forge-winter,Valley Forge Encampment,1777,Pennsylvania,military,consequence_chain
spinning-mule-details,Spinning Mule Mechanical Refinement,1779,Britain,textiles,r2_tech_chains
manchester-cotton-boom,Lancashire Cotton Mills Boom,1780,Britain,economic,chronology
pre-revolution-debt-crisis,French Debt Crisis,1780,France,economic,consequence_chain
sotho-kingdom-mohlomi,Sotho Kingdom Founded Under Mohlomi,1780,Southern Africa,political,r2_africa_pacific
